rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name
65000508,1140,14673,2017-05-15 08:24:00 UTC,804,"Good's Way, King's Cross",2017-05-15 08:05:00 UTC,801,"Lavington Street, Bankside"
65000510,240,13097,2017-05-15 08:10:00 UTC,671,"Parsons Green Station, Parsons Green",2017-05-15 08:06:00 UTC,729,"St. Peter's Terrace, Fulham"
65000511,360,2289,2017-05-15 08:11:00 UTC,289,"South Audley Street, Mayfair",2017-05-15 08:05:00 UTC,301,"Marylebone Lane, Marylebone"
65000512,1620,2801,2017-05-15 08:32:00 UTC,283,"Kingsway, Covent Garden",2017-05-15 08:05:00 UTC,632,"Sheepcote Lane, Battersea"
65000513,600,7727,2017-05-15 08:16:00 UTC,595,"Hammersmith Road, Hammersmith",2017-05-15 08:06:00 UTC,566,"Westfield Ariel Way, White City"
65000514,600,10687,2017-05-15 08:16:00 UTC,72,"Farringdon Lane, Clerkenwell",2017-05-15 08:06:00 UTC,240,"Colombo Street, Southwark"
65000515,600,5532,2017-05-15 08:16:00 UTC,32,"Leonard Circus , Shoreditch",2017-05-15 08:06:00 UTC,534,"Goldsmith's Row, Haggerston"
65000516,840,1999,2017-05-15 08:20:00 UTC,68,"Theobald's Road , Holborn",2017-05-15 08:06:00 UTC,421,"Southwark Station 2, Southwark"
65000517,960,6112,2017-05-15 08:22:00 UTC,364,"Alfred Place, Bloomsbury",2017-05-15 08:06:00 UTC,55,"Finsbury Circus, Liverpool Street"
65000518,1020,5419,2017-05-15 08:23:00 UTC,387,"Fire Brigade Pier, Vauxhall",2017-05-15 08:06:00 UTC,670,"Ashley Crescent, Battersea"
65000519,240,9109,2017-05-15 08:10:00 UTC,674,"Carnegie Street, King's Cross",2017-05-15 08:06:00 UTC,1,"River Street , Clerkenwell"
65000520,660,7433,2017-05-15 08:17:00 UTC,508,"Fournier Street, Whitechapel",2017-05-15 08:06:00 UTC,75,"Torrens Street, Angel"
65000521,1320,3154,2017-05-15 08:28:00 UTC,69,"Euston Road, Euston",2017-05-15 08:06:00 UTC,154,"Waterloo Station 3, Waterloo"
65000522,1560,9409,2017-05-15 08:32:00 UTC,213,"Wellington Arch, Hyde Park",2017-05-15 08:06:00 UTC,449,"Shadwell Station, Shadwell"
65000523,1980,14940,2017-05-15 08:39:00 UTC,392,"Imperial College, Knightsbridge",2017-05-15 08:06:00 UTC,254,"Chadwell Street, Angel"
65000524,600,14551,2017-05-15 08:16:00 UTC,49,"Curzon Street, Mayfair",2017-05-15 08:06:00 UTC,605,"Seymour Place, Marylebone"
65000525,420,12513,2017-05-15 08:13:00 UTC,732,"Duke Street Hill, London Bridge",2017-05-15 08:06:00 UTC,202,"Leman Street, Aldgate"
65000526,1440,6542,2017-05-15 08:30:00 UTC,215,"Moorfields, Moorgate",2017-05-15 08:06:00 UTC,14,"Belgrove Street , King's Cross"
65000528,480,14852,2017-05-15 08:14:00 UTC,246,"Berry Street, Clerkenwell",2017-05-15 08:06:00 UTC,41,"Sun Street, Liverpool Street"
65000529,180,8316,2017-05-15 08:09:00 UTC,112,"Stonecutter Street, Holborn",2017-05-15 08:06:00 UTC,95,"Aldersgate Street, Barbican"
65000530,180,5793,2017-05-15 08:09:00 UTC,729,"St. Peter's Terrace, Fulham",2017-05-15 08:06:00 UTC,671,"Parsons Green Station, Parsons Green"
65000531,1380,9772,2017-05-15 08:29:00 UTC,278,"Tooley Street, Bermondsey",2017-05-15 08:06:00 UTC,14,"Belgrove Street , King's Cross"
65000532,900,12311,2017-05-15 08:21:00 UTC,72,"Farringdon Lane, Clerkenwell",2017-05-15 08:06:00 UTC,228,"St. James's Square, St. James's"
65000533,1620,4759,2017-05-15 08:33:00 UTC,99,"Old Quebec Street, Marylebone",2017-05-15 08:06:00 UTC,679,"Orbel Street, Battersea"
65000534,420,10364,2017-05-15 08:13:00 UTC,174,"Strand, Strand",2017-05-15 08:06:00 UTC,154,"Waterloo Station 3, Waterloo"
65000535,960,14842,2017-05-15 08:22:00 UTC,106,"Woodstock Street, Mayfair",2017-05-15 08:06:00 UTC,177,"Ashley Place, Victoria"
65000536,300,1251,2017-05-15 08:11:00 UTC,108,"Abbey Orchard Street, Westminster",2017-05-15 08:06:00 UTC,139,"Lambeth Road, Vauxhall"
65000537,1260,7395,2017-05-15 08:27:00 UTC,278,"Tooley Street, Bermondsey",2017-05-15 08:06:00 UTC,214,"Endsleigh Gardens, Euston"
65000538,1020,3076,2017-05-15 08:23:00 UTC,214,"Endsleigh Gardens, Euston",2017-05-15 08:06:00 UTC,374,"Waterloo Station 1, Waterloo"
65000539,720,13852,2017-05-15 08:18:00 UTC,54,"Golden Lane, Barbican",2017-05-15 08:06:00 UTC,706,"Snowsfields, London Bridge"
65000540,420,6103,2017-05-15 08:13:00 UTC,41,"Sun Street, Liverpool Street",2017-05-15 08:06:00 UTC,393,"Snow Hill, Farringdon"
65000541,720,7456,2017-05-15 08:18:00 UTC,48,"Godliman Street, St. Paul's",2017-05-15 08:06:00 UTC,798,"Birkenhead Street, King's Cross"
65000542,240,12694,2017-05-15 08:10:00 UTC,437,"Vauxhall Walk, Vauxhall",2017-05-15 08:06:00 UTC,440,"Kennington Oval, Oval"
65000543,780,8210,2017-05-15 08:19:00 UTC,22,"Northington Street , Holborn",2017-05-15 08:06:00 UTC,154,"Waterloo Station 3, Waterloo"
65000544,240,7260,2017-05-15 08:10:00 UTC,359,"Butler Place, Westminster",2017-05-15 08:06:00 UTC,267,"Regency Street, Westminster"
65000545,900,9073,2017-05-15 08:21:00 UTC,378,"Natural History Museum, South Kensington",2017-05-15 08:06:00 UTC,635,"Greyhound Road, Hammersmith"
65000546,1560,9678,2017-05-15 08:32:00 UTC,126,"Museum of London, Barbican",2017-05-15 08:06:00 UTC,257,"Westminster University, Marylebone"
65000547,660,7150,2017-05-15 08:17:00 UTC,432,"Exhibition Road Museums, South Kensington",2017-05-15 08:06:00 UTC,396,"Shouldham Street, Marylebone"
65000549,840,7655,2017-05-15 08:20:00 UTC,222,"Knightsbridge, Hyde Park",2017-05-15 08:06:00 UTC,128,"Emperor's Gate, South Kensington"
65000550,1380,14909,2017-05-15 08:29:00 UTC,350,"Queen's Gate, Kensington Gardens",2017-05-15 08:06:00 UTC,341,"Craven Street, Strand"
65000551,900,14110,2017-05-15 08:21:00 UTC,217,"Wormwood Street, Liverpool Street",2017-05-15 08:06:00 UTC,154,"Waterloo Station 3, Waterloo"
65000552,900,1191,2017-05-15 08:21:00 UTC,583,"Abingdon Green, Westminster",2017-05-15 08:06:00 UTC,800,"Sopwith Way, Battersea Park"
65000554,720,2097,2017-05-15 08:18:00 UTC,55,"Finsbury Circus, Liverpool Street",2017-05-15 08:06:00 UTC,321,"Bermondsey Street, Bermondsey"
65000555,1020,7257,2017-05-15 08:23:00 UTC,368,"Harriet Street, Knightsbridge",2017-05-15 08:06:00 UTC,669,"Teversham Lane, Stockwell"
65000556,600,14120,2017-05-15 08:16:00 UTC,702,"Durant Street, Bethnal Green",2017-05-15 08:06:00 UTC,552,"Watney Street, Shadwell"
65000558,1080,10648,2017-05-15 08:24:00 UTC,104,"Crosswall, Tower",2017-05-15 08:06:00 UTC,235,"Kennington Road  , Vauxhall"
65000559,900,4210,2017-05-15 08:21:00 UTC,251,"Brushfield Street, Liverpool Street",2017-05-15 08:06:00 UTC,461,"Aston Street, Stepney"
65000560,1500,6288,2017-05-15 08:31:00 UTC,360,"Howick Place, Westminster",2017-05-15 08:06:00 UTC,14,"Belgrove Street , King's Cross"
65000561,480,3541,2017-05-15 08:14:00 UTC,15,"Great Russell Street, Bloomsbury",2017-05-15 08:06:00 UTC,89,"Tavistock Place, Bloomsbury"
65000562,960,9380,2017-05-15 08:22:00 UTC,69,"Euston Road, Euston",2017-05-15 08:06:00 UTC,394,"Aberdeen Place, St. John's Wood"
65000563,960,5324,2017-05-15 08:23:00 UTC,71,"Newgate Street , St. Paul's",2017-05-15 08:07:00 UTC,25,"Doric Way , Somers Town"
65000564,900,8687,2017-05-15 08:22:00 UTC,427,"Cheapside, Bank",2017-05-15 08:07:00 UTC,154,"Waterloo Station 3, Waterloo"
65000565,300,10763,2017-05-15 08:12:00 UTC,88,"Bayley Street , Bloomsbury",2017-05-15 08:07:00 UTC,795,"Melton Street, Euston"
65000566,300,2947,2017-05-15 08:12:00 UTC,215,"Moorfields, Moorgate",2017-05-15 08:07:00 UTC,203,"West Smithfield Rotunda, Farringdon"
65000568,1320,7177,2017-05-15 08:29:00 UTC,762,"Storey's Gate, Westminster",2017-05-15 08:07:00 UTC,544,"Percival Street, Finsbury"
65000569,780,7054,2017-05-15 08:20:00 UTC,54,"Golden Lane, Barbican",2017-05-15 08:07:00 UTC,336,"Concert Hall Approach 2, South Bank"
65000570,1020,8996,2017-05-15 08:24:00 UTC,143,"Pont Street, Knightsbridge",2017-05-15 08:07:00 UTC,723,"Stephendale Road, Sands End"
65000571,960,5936,2017-05-15 08:23:00 UTC,251,"Brushfield Street, Liverpool Street",2017-05-15 08:07:00 UTC,154,"Waterloo Station 3, Waterloo"
65000572,960,8227,2017-05-15 08:23:00 UTC,338,"Wellington Street , Strand",2017-05-15 08:07:00 UTC,270,"Kennington Lane Rail Bridge, Vauxhall"
65000573,960,13299,2017-05-15 08:23:00 UTC,2,"Phillimore Gardens, Kensington",2017-05-15 08:07:00 UTC,396,"Shouldham Street, Marylebone"
65000574,420,4664,2017-05-15 08:14:00 UTC,815,"Lambeth Palace Road, Waterloo",2017-05-15 08:07:00 UTC,152,"Hampton Street, Walworth"
65OOO575,95411380,14640,2017-05-15 08:30:00 UTC,88,"Bayley Street , Bloomsbury",2017-05-15 08:07:00 UTC,699,"Belford House, Haggerston"
65000575,1380,14640,2017-05-15 08:30:00 UTC,88,NULL,2017-05-15 08:07:00 UTC,699,NULL
65000576,540,4523,2017-05-15 08:16:00 UTC,66,"Holborn Circus, Holborn",2017-05-15 08:07:00 UTC,420,"Southwark Station 1, Southwark"
65000577,1080,13912,2017-05-15 08:25:00 UTC,55,"Finsbury Circus, Liverpool Street",2017-05-15 08:07:00 UTC,412,"Cleaver Street, Kennington"
65000578,540,11316,2017-05-15 08:16:00 UTC,803,"Southwark Street, Bankside",2017-05-15 08:07:00 UTC,104,"Crosswall, Tower"
65000580,1260,10767,2017-05-15 08:28:00 UTC,116,"Little Argyll Street, West End",2017-05-15 08:07:00 UTC,225,"Notting Hill Gate Station, Notting Hill"
65000581,660,7233,2017-05-15 08:18:00 UTC,700,"Battersea Church Road, Battersea",2017-05-15 08:07:00 UTC,629,"Morie Street, Wandsworth"
65000582,480,2328,2017-05-15 08:15:00 UTC,82,"Chancery Lane, Holborn",2017-05-15 08:07:00 UTC,14,"Belgrove Street , King's Cross"
65000584,2280,14164,2017-05-15 08:45:00 UTC,109,"Soho Square , Soho",2017-05-15 08:07:00 UTC,362,"Royal College Street, Camden Town"
65000585,240,124,2017-05-15 08:11:00 UTC,195,"Milroy Walk, South Bank",2017-05-15 08:07:00 UTC,819,"Belvedere Road 2, South Bank"
65000586,780,149,2017-05-15 08:20:00 UTC,72,"Farringdon Lane, Clerkenwell",2017-05-15 08:07:00 UTC,801,"Lavington Street, Bankside"
65000587,2040,4906,2017-05-15 08:41:00 UTC,138,"Green Street, Mayfair",2017-05-15 08:07:00 UTC,157,"Wright's Lane, Kensington"
65000588,780,5610,2017-05-15 08:20:00 UTC,215,"Moorfields, Moorgate",2017-05-15 08:07:00 UTC,719,"Victoria Park Road, Hackney Central"
65000589,300,1397,2017-05-15 08:12:00 UTC,68,"Theobald's Road , Holborn",2017-05-15 08:07:00 UTC,703,"St. Bride Street, Holborn"
65000590,900,13800,2017-05-15 08:22:00 UTC,154,"Waterloo Station 3, Waterloo",2017-05-15 08:07:00 UTC,78,"Sadlers Sports Centre, Finsbury"
65000591,1140,13705,2017-05-15 08:26:00 UTC,61,"Great Dover Street, The Borough",2017-05-15 08:07:00 UTC,213,"Wellington Arch, Hyde Park"
65000592,1140,1198,2017-05-15 08:26:00 UTC,199,"Great Tower Street, Monument",2017-05-15 08:07:00 UTC,510,"Westferry DLR, Limehouse"
65000593,600,6311,2017-05-15 08:17:00 UTC,126,"Museum of London, Barbican",2017-05-15 08:07:00 UTC,465,"Pitfield Street North,Hoxton"
65000594,780,14511,2017-05-15 08:20:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 08:07:00 UTC,182,"Bell Street , Marylebone"
65000595,660,11902,2017-05-15 08:18:00 UTC,537,"Old Montague Street, Whitechapel",2017-05-15 08:07:00 UTC,719,"Victoria Park Road, Hackney Central"
65000596,600,3851,2017-05-15 08:17:00 UTC,722,"Finnis Street, Bethnal Green",2017-05-15 08:07:00 UTC,561,"Rectory Square, Stepney"
65000597,780,9984,2017-05-15 08:20:00 UTC,183,"Riverlight North, Nine Elms",2017-05-15 08:07:00 UTC,154,"Waterloo Station 3, Waterloo"
65000598,480,12051,2017-05-15 08:15:00 UTC,68,"Theobald's Road , Holborn",2017-05-15 08:07:00 UTC,214,"Endsleigh Gardens, Euston"
65000599,840,6294,2017-05-15 08:21:00 UTC,747,"Ormonde Gate, Chelsea",2017-05-15 08:07:00 UTC,183,"Riverlight North, Nine Elms"
65000600,360,13993,2017-05-15 08:13:00 UTC,638,"Falcon Road, Clapham Junction",2017-05-15 08:07:00 UTC,700,"Battersea Church Road, Battersea"
65000601,360,4122,2017-05-15 08:13:00 UTC,594,"Kingsway Southbound, Strand",2017-05-15 08:07:00 UTC,154,"Waterloo Station 3, Waterloo"
65000602,1920,10155,2017-05-15 08:39:00 UTC,793,"Cromer Street, Bloomsbury",2017-05-15 08:07:00 UTC,223,"Rodney Road , Walworth"
65000603,300,181,2017-05-15 08:12:00 UTC,320,"Queen Mother Sports Centre, Victoria",2017-05-15 08:07:00 UTC,270,"Kennington Lane Rail Bridge, Vauxhall"
65000604,720,11194,2017-05-15 08:19:00 UTC,314,"Tyers Gate, Bermondsey",2017-05-15 08:07:00 UTC,217,"Wormwood Street, Liverpool Street"
65000605,600,14145,2017-05-15 08:17:00 UTC,122,"Norton Folgate, Liverpool Street",2017-05-15 08:07:00 UTC,552,"Watney Street, Shadwell"
65000606,1740,14814,2017-05-15 08:36:00 UTC,46,"Nesham Street, Wapping",2017-05-15 08:07:00 UTC,249,"Harper Road, The Borough"
65000607,960,9147,2017-05-15 08:23:00 UTC,48,"Godliman Street, St. Paul's",2017-05-15 08:07:00 UTC,574,"Eagle Wharf Road, Hoxton"
65000608,600,11143,2017-05-15 08:17:00 UTC,48,"Godliman Street, St. Paul's",2017-05-15 08:07:00 UTC,154,"Waterloo Station 3, Waterloo"
65000611,840,2915,2017-05-15 08:21:00 UTC,427,"Cheapside, Bank",2017-05-15 08:07:00 UTC,214,"Endsleigh Gardens, Euston"
65000612,660,3632,2017-05-15 08:18:00 UTC,792,"Blackfriars Road, Southwark",2017-05-15 08:07:00 UTC,144,"Kennington Cross, Kennington"
65000613,840,11172,2017-05-15 08:21:00 UTC,132,"Bethnal Green Road, Shoreditch",2017-05-15 08:07:00 UTC,574,"Eagle Wharf Road, Hoxton"
65000614,600,2007,2017-05-15 08:17:00 UTC,446,"York Hall, Bethnal Green",2017-05-15 08:07:00 UTC,483,"Albert Gardens, Stepney"
65000615,300,9513,2017-05-15 08:12:00 UTC,88,"Bayley Street , Bloomsbury",2017-05-15 08:07:00 UTC,19,"Taviton Street, Bloomsbury"
65000616,1080,9645,2017-05-15 08:25:00 UTC,301,"Marylebone Lane, Marylebone",2017-05-15 08:07:00 UTC,14,"Belgrove Street , King's Cross"
65000617,1200,8489,2017-05-15 08:28:00 UTC,541,"Green Park Station, Mayfair",2017-05-15 08:08:00 UTC,142,"West Cromwell Road, Earl's Court"
65000618,1020,3817,2017-05-15 08:24:00 UTC,562,"Bury Place, Holborn",2017-05-15 08:07:00 UTC,43,"Crawford Street, Marylebone"
65000619,720,14838,2017-05-15 08:20:00 UTC,393,"Snow Hill, Farringdon",2017-05-15 08:08:00 UTC,697,"Charlotte Terrace, Angel"
65000622,720,14480,2017-05-15 08:20:00 UTC,98,"Hampstead Road, Euston",2017-05-15 08:08:00 UTC,93,"Cloudesley Road, Angel"
65000623,360,2136,2017-05-15 08:14:00 UTC,57,"Guilford Street , Bloomsbury",2017-05-15 08:08:00 UTC,254,"Chadwell Street, Angel"
65000624,900,2975,2017-05-15 08:23:00 UTC,405,"Gloucester Road Station, South Kensington",2017-05-15 08:08:00 UTC,148,"Tachbrook Street, Victoria"
65000625,1200,4364,2017-05-15 08:28:00 UTC,801,"Lavington Street, Bankside",2017-05-15 08:08:00 UTC,480,"Flamborough Street, Limehouse"
65000626,1020,6764,2017-05-15 08:25:00 UTC,733,"Park Lane, Mayfair",2017-05-15 08:08:00 UTC,142,"West Cromwell Road, Earl's Court"
65000627,1260,58,2017-05-15 08:29:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 08:08:00 UTC,222,"Knightsbridge, Hyde Park"
65000628,1320,10242,2017-05-15 08:30:00 UTC,411,"Walworth Road, Elephant & Castle",2017-05-15 08:08:00 UTC,569,"Pitfield Street Central, Hoxton"
65000629,660,4590,2017-05-15 08:19:00 UTC,6,"Broadcasting House, Marylebone",2017-05-15 08:08:00 UTC,14,"Belgrove Street , King's Cross"
65000630,1020,9060,2017-05-15 08:25:00 UTC,101,"Queen Street 1, Bank",2017-05-15 08:08:00 UTC,440,"Kennington Oval, Oval"
65000631,1980,6657,2017-05-15 08:41:00 UTC,174,"Strand, Strand",2017-05-15 08:08:00 UTC,379,"Turquoise Island, Notting Hill"
65000632,360,10235,2017-05-15 08:14:00 UTC,492,"The Green Bridge, Mile End",2017-05-15 08:08:00 UTC,499,"Furze Green, Bow"
65000633,720,6647,2017-05-15 08:20:00 UTC,581,"New Cavendish Street, Marylebone",2017-05-15 08:08:00 UTC,797,"Ossulston Street, Somers Town"
65000634,480,5103,2017-05-15 08:16:00 UTC,364,"Alfred Place, Bloomsbury",2017-05-15 08:08:00 UTC,797,"Ossulston Street, Somers Town"
65000635,1500,12385,2017-05-15 08:33:00 UTC,17,"Hatton Wall, Holborn",2017-05-15 08:08:00 UTC,692,"Cadogan Close, Victoria Park"
65000636,540,3078,2017-05-15 08:17:00 UTC,562,"Bury Place, Holborn",2017-05-15 08:08:00 UTC,154,"Waterloo Station 3, Waterloo"
65000637,1500,3648,2017-05-15 08:33:00 UTC,180,"North Audley Street, Mayfair",2017-05-15 08:08:00 UTC,573,"Limerston Street, West Chelsea"
65000638,720,449,2017-05-15 08:20:00 UTC,67,"Hatton Garden, Holborn",2017-05-15 08:08:00 UTC,326,"Graham Street, Angel"
65000639,1620,9989,2017-05-15 08:35:00 UTC,278,"Tooley Street, Bermondsey",2017-05-15 08:08:00 UTC,25,"Doric Way , Somers Town"
65000640,1260,10769,2017-05-15 08:29:00 UTC,307,"Black Lion Gate, Kensington Gardens",2017-05-15 08:08:00 UTC,222,"Knightsbridge, Hyde Park"
65000641,600,9159,2017-05-15 08:18:00 UTC,87,"Devonshire Square, Liverpool Street",2017-05-15 08:08:00 UTC,489,"Christian Street, Whitechapel"
65000642,360,3072,2017-05-15 08:14:00 UTC,430,"South Parade, Chelsea",2017-05-15 08:08:00 UTC,757,"Harcourt Terrace, West Brompton"
65000643,720,6845,2017-05-15 08:20:00 UTC,594,"Kingsway Southbound, Strand",2017-05-15 08:08:00 UTC,14,"Belgrove Street , King's Cross"
65000644,960,6747,2017-05-15 08:24:00 UTC,173,"Waterloo Road, South Bank",2017-05-15 08:08:00 UTC,321,"Bermondsey Street, Bermondsey"
65000645,180,10839,2017-05-15 08:11:00 UTC,221,"Horseferry Road, Westminster",2017-05-15 08:08:00 UTC,294,"St. George's Square, Pimlico"
65000646,300,8318,2017-05-15 08:13:00 UTC,574,"Eagle Wharf Road, Hoxton",2017-05-15 08:08:00 UTC,107,"Finsbury Leisure Centre, St. Luke's"
65000647,600,14342,2017-05-15 08:18:00 UTC,66,"Holborn Circus, Holborn",2017-05-15 08:08:00 UTC,154,"Waterloo Station 3, Waterloo"
65000648,360,10762,2017-05-15 08:14:00 UTC,558,"Page Street, Westminster",2017-05-15 08:08:00 UTC,178,"Warwick Square, Pimlico"
65000649,1320,8295,2017-05-15 08:30:00 UTC,400,"George Street, Marylebone",2017-05-15 08:08:00 UTC,154,"Waterloo Station 3, Waterloo"
65000650,840,2444,2017-05-15 08:22:00 UTC,107,"Finsbury Leisure Centre, St. Luke's",2017-05-15 08:08:00 UTC,553,"Regent's Row , Haggerston"
65000651,720,9592,2017-05-15 08:20:00 UTC,55,"Finsbury Circus, Liverpool Street",2017-05-15 08:08:00 UTC,552,"Watney Street, Shadwell"
65000652,2160,5173,2017-05-15 08:44:00 UTC,68,"Theobald's Road , Holborn",2017-05-15 08:08:00 UTC,679,"Orbel Street, Battersea"
65000653,720,14552,2017-05-15 08:20:00 UTC,23,"Red Lion Square, Holborn",2017-05-15 08:08:00 UTC,41,"Sun Street, Liverpool Street"
65000654,180,1952,2017-05-15 08:11:00 UTC,757,"Harcourt Terrace, West Brompton",2017-05-15 08:08:00 UTC,573,"Limerston Street, West Chelsea"
65000655,180,5259,2017-05-15 08:11:00 UTC,539,"Hoxton Station, Hoxton",2017-05-15 08:08:00 UTC,31,"Fanshaw Street, Hoxton"
65000656,1800,3561,2017-05-15 08:38:00 UTC,194,"Hop Exchange, The Borough",2017-05-15 08:08:00 UTC,42,"Wenlock Road , Hoxton"
65000657,1680,5189,2017-05-15 08:36:00 UTC,390,"Buxton Street 1, Shoreditch",2017-05-15 08:08:00 UTC,785,"Aquatic Centre, Queen Elizabeth Olympic Park"
65000658,2340,4141,2017-05-15 08:47:00 UTC,773,"Tallis Street, Temple",2017-05-15 08:08:00 UTC,37,"Penywern Road, Earl's Court"
65000659,1320,11696,2017-05-15 08:30:00 UTC,380,"Stanhope Gate, Mayfair",2017-05-15 08:08:00 UTC,661,"All Saints Church, Portobello"
65000660,780,1718,2017-05-15 08:21:00 UTC,159,"Great Marlborough Street, Soho",2017-05-15 08:08:00 UTC,14,"Belgrove Street , King's Cross"
65000661,240,2476,2017-05-15 08:12:00 UTC,772,"Binfield Road, Stockwell",2017-05-15 08:08:00 UTC,676,"Hartington Road, Stockwell"
65000662,780,13293,2017-05-15 08:21:00 UTC,159,"Great Marlborough Street, Soho",2017-05-15 08:08:00 UTC,26,"Ampton Street , Clerkenwell"
65000663,1020,5022,2017-05-15 08:25:00 UTC,344,"Goswell Road (City Uni), Finsbury",2017-05-15 08:08:00 UTC,104,"Crosswall, Tower"
65000664,1260,8351,2017-05-15 08:29:00 UTC,101,"Queen Street 1, Bank",2017-05-15 08:08:00 UTC,74,"Vauxhall Cross, Vauxhall"
65000665,540,6870,2017-05-15 08:17:00 UTC,115,"Braham Street, Aldgate",2017-05-15 08:08:00 UTC,328,"New North Road 2, Hoxton"
65000666,1380,642,2017-05-15 08:31:00 UTC,29,"Hereford Road, Bayswater",2017-05-15 08:08:00 UTC,626,"Normand Park, West Kensington"
65000667,420,8944,2017-05-15 08:16:00 UTC,172,"Sumner Place, South Kensington",2017-05-15 08:09:00 UTC,423,"Eaton Square (South), Belgravia"
65000668,360,7647,2017-05-15 08:15:00 UTC,221,"Horseferry Road, Westminster",2017-05-15 08:09:00 UTC,270,"Kennington Lane Rail Bridge, Vauxhall"
65000669,600,12169,2017-05-15 08:19:00 UTC,211,"Cadogan Place, Knightsbridge",2017-05-15 08:09:00 UTC,37,"Penywern Road, Earl's Court"
65000670,960,5471,2017-05-15 08:25:00 UTC,801,"Lavington Street, Bankside",2017-05-15 08:09:00 UTC,603,"Caldwell Street, Stockwell"
65000671,360,3903,2017-05-15 08:15:00 UTC,225,"Notting Hill Gate Station, Notting Hill",2017-05-15 08:09:00 UTC,807,"Bevington Road West, North Kensington"
65000672,420,2277,2017-05-15 08:16:00 UTC,281,"Smith Square, Westminster",2017-05-15 08:09:00 UTC,549,"Gaywood  Street, Elephant & Castle"
65000673,660,5587,2017-05-15 08:20:00 UTC,133,"Derry Street, Kensington",2017-05-15 08:09:00 UTC,622,"Lansdowne Road, Ladbroke Grove"
65000674,1020,1918,2017-05-15 08:26:00 UTC,263,"St. Mary Axe, Aldgate",2017-05-15 08:09:00 UTC,154,"Waterloo Station 3, Waterloo"
65000675,600,14413,2017-05-15 08:19:00 UTC,557,"King Edward Street, St Pauls",2017-05-15 08:09:00 UTC,194,"Hop Exchange, The Borough"
65000676,1020,12973,2017-05-15 08:26:00 UTC,10,"Park Street, Bankside",2017-05-15 08:09:00 UTC,466,"Whiston Road, Haggerston"
65000678,1140,14364,2017-05-15 08:28:00 UTC,360,"Howick Place, Westminster",2017-05-15 08:09:00 UTC,279,"North Wharf Road, Paddington"
65000679,780,5693,2017-05-15 08:22:00 UTC,314,"Tyers Gate, Bermondsey",2017-05-15 08:09:00 UTC,272,"Baylis Road, Waterloo"
65000680,240,6698,2017-05-15 08:13:00 UTC,154,"Waterloo Station 3, Waterloo",2017-05-15 08:09:00 UTC,421,"Southwark Station 2, Southwark"
65000682,840,808,2017-05-15 08:23:00 UTC,732,"Duke Street Hill, London Bridge",2017-05-15 08:09:00 UTC,387,"Fire Brigade Pier, Vauxhall"
65000683,1320,14958,2017-05-15 08:31:00 UTC,124,"Eaton Square, Belgravia",2017-05-15 08:09:00 UTC,700,"Battersea Church Road, Battersea"
65000684,1320,10286,2017-05-15 08:31:00 UTC,48,"Godliman Street, St. Paul's",2017-05-15 08:09:00 UTC,310,"Black Prince Road, Vauxhall"
65000685,1020,10027,2017-05-15 08:26:00 UTC,130,"Tower Gardens , Tower",2017-05-15 08:09:00 UTC,374,"Waterloo Station 1, Waterloo"
65000686,1200,5194,2017-05-15 08:29:00 UTC,228,"St. James's Square, St. James's",2017-05-15 08:09:00 UTC,29,"Hereford Road, Bayswater"
65000687,1080,14959,2017-05-15 08:27:00 UTC,246,"Berry Street, Clerkenwell",2017-05-15 08:09:00 UTC,512,"Pritchard's Road, Bethnal Green"
65000688,660,12930,2017-05-15 08:20:00 UTC,508,"Fournier Street, Whitechapel",2017-05-15 08:09:00 UTC,561,"Rectory Square, Stepney"
65000689,1260,243,2017-05-15 08:30:00 UTC,3,"Christopher Street, Liverpool Street",2017-05-15 08:09:00 UTC,498,"Bow Road Station, Bow"
65000690,660,3226,2017-05-15 08:20:00 UTC,72,"Farringdon Lane, Clerkenwell",2017-05-15 08:09:00 UTC,674,"Carnegie Street, King's Cross"
65000692,240,13137,2017-05-15 08:13:00 UTC,785,"Aquatic Centre, Queen Elizabeth Olympic Park",2017-05-15 08:09:00 UTC,783,"Monier Road, Hackney Wick"
65000693,300,14664,2017-05-15 08:14:00 UTC,376,"Millbank Tower, Pimlico",2017-05-15 08:09:00 UTC,270,"Kennington Lane Rail Bridge, Vauxhall"
65000695,600,7842,2017-05-15 08:19:00 UTC,24,"British Museum, Bloomsbury",2017-05-15 08:09:00 UTC,154,"Waterloo Station 3, Waterloo"
65000696,660,5370,2017-05-15 08:20:00 UTC,479,"Pott Street, Bethnal Green",2017-05-15 08:09:00 UTC,470,"Mostyn Grove, Bow"
65000697,840,6335,2017-05-15 08:23:00 UTC,129,"Golden Square, Soho",2017-05-15 08:09:00 UTC,374,"Waterloo Station 1, Waterloo"
65000698,1080,12689,2017-05-15 08:27:00 UTC,801,"Lavington Street, Bankside",2017-05-15 08:09:00 UTC,798,"Birkenhead Street, King's Cross"
65000699,1800,6934,2017-05-15 08:39:00 UTC,330,"Eastbourne Mews, Paddington",2017-05-15 08:09:00 UTC,670,"Ashley Crescent, Battersea"
